eventid,username,input,size,compCS,width,outfile,protocol,duration,height,url,keyAlgs,ttylog,data,sensor,arch,session,shasum,message,langCS,timestamp,kexAlgs,encCS,password,version,dst_port,macCS,destfile,client_fingerprint,filename
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,72be4999a173,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:19:58.357281Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,0d6ffea10a95,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:20:01.146872Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,dd0ad840c17a,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:20:03.893128Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,91cb1ea290f8,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:20:27.907934Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,7e983222ba2f,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:20:32.024010Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,768b626be4fe,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:20:47.952867Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,658926a92885,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:20:47.961240Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,5e34010a4fca,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:20:47.972596Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,c5c38c863e80,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:20:50.568708Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,4089b6d81c68,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:25:21.444665Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,52194ba22be1,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:25:28.762123Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,2fc46e915d73,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:26:03.302824Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,e29e74283567,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:26:20.856187Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,119c376fbd35,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:26:22.113330Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,42e3c5384fbc,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:26:32.137855Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,cab350bd5711,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:29:50.682803Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,c14fa55f3f7e,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:29:56.882386Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,dfd92dd16942,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:30:16.334126Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,886ff58f41fa,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:30:17.659423Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,782ab177ae97,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:30:20.015929Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,93b79cd193cc,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:30:33.021157Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,74b75370da5d,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:30:33.228937Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,a5d18a26beda,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:30:36.048715Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,aa6eaa161913,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:30:40.214990Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,3117375d2554,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:30:45.337705Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,a1220a85486b,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:30:48.648493Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,3b220355dbba,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:30:51.675260Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,012bfec53194,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:30:56.690902Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,6a35b2e2d8c5,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:31:06.284702Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,8a4d19cb3892,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:31:17.151024Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,3d7a8fb56680,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:34:53.506658Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,181cdef1be28,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:35:12.016647Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,7fed7288a24c,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:35:13.198194Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,2d0cedaf442c,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:35:15.733085Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,6b532b9fbd0d,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:35:51.827447Z,,,,,,,/root/x86,,
cowrie.session.file_download,,,,,,var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,,,http://46.23.109.212/x86,,,,fet-cowrie,,57cad7581da8,9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,Downloaded URL (http://46.23.109.212/x86) with SHA-256 9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b to var/lib/cowrie/downloads/9dbdb2914d49ad587b937304860747072037ac880b77832c2a5b8075e0cf372b,,2022-09-30T17:35:55.247836Z,,,,,,,/root/x86,,
