eventid,username,input,size,compCS,width,outfile,protocol,duration,height,url,keyAlgs,ttylog,data,sensor,arch,session,shasum,message,langCS,timestamp,kexAlgs,encCS,password,version,dst_port,macCS,destfile,client_fingerprint,filename
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,107cd514cf9d,,Terminal Size: 24 80,,2022-10-01T10:36:11.915407Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,107cd514cf9d,,Terminal Size: 24 80,,2022-10-01T10:36:45.051961Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,107cd514cf9d,,Terminal Size: 24 80,,2022-10-01T10:37:18.828703Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,e73a59292e9b,,Terminal Size: 24 80,,2022-10-01T10:50:19.191032Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,e73a59292e9b,,Terminal Size: 24 80,,2022-10-01T10:50:21.545352Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,cc8381959a89,,Terminal Size: 24 80,,2022-10-01T11:22:25.633522Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,cc8381959a89,,Terminal Size: 24 80,,2022-10-01T11:22:27.628746Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,cc8381959a89,,Terminal Size: 24 80,,2022-10-01T11:23:00.876698Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,3ef805a01ac3,,Terminal Size: 24 80,,2022-10-01T11:36:43.614437Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,3ef805a01ac3,,Terminal Size: 24 80,,2022-10-01T11:36:46.793874Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,3ef805a01ac3,,Terminal Size: 24 80,,2022-10-01T11:37:20.108704Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,238c7dff916a,,Terminal Size: 24 80,,2022-10-01T11:38:30.306948Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,238c7dff916a,,Terminal Size: 24 80,,2022-10-01T11:38:33.551011Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,238c7dff916a,,Terminal Size: 24 80,,2022-10-01T11:39:10.147789Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,c6cc29fee0d5,,Terminal Size: 24 80,,2022-10-01T11:42:29.578303Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,c6cc29fee0d5,,Terminal Size: 24 80,,2022-10-01T11:42:30.487348Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,c6cc29fee0d5,,Terminal Size: 24 80,,2022-10-01T11:43:04.838055Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,c6cc29fee0d5,,Terminal Size: 24 80,,2022-10-01T11:43:37.692354Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,ab2aaccea852,,Terminal Size: 24 80,,2022-10-01T11:45:43.690036Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,ab2aaccea852,,Terminal Size: 24 80,,2022-10-01T11:45:45.645392Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,ab2aaccea852,,Terminal Size: 24 80,,2022-10-01T11:46:19.936575Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,faac6857df1a,,Terminal Size: 24 80,,2022-10-01T11:57:50.906040Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,faac6857df1a,,Terminal Size: 24 80,,2022-10-01T11:57:52.689425Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,bc6695f590e0,,Terminal Size: 24 80,,2022-10-01T12:12:36.670668Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,bc6695f590e0,,Terminal Size: 24 80,,2022-10-01T12:12:38.970077Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,b163e86f49bf,,Terminal Size: 24 80,,2022-10-01T12:13:05.424431Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,b163e86f49bf,,Terminal Size: 24 80,,2022-10-01T12:13:07.385098Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,bc6695f590e0,,Terminal Size: 24 80,,2022-10-01T12:13:12.778190Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,b163e86f49bf,,Terminal Size: 24 80,,2022-10-01T12:13:43.100416Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,607700e20de7,,Terminal Size: 24 80,,2022-10-01T12:15:05.514456Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,607700e20de7,,Terminal Size: 24 80,,2022-10-01T12:15:10.358418Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,607700e20de7,,Terminal Size: 24 80,,2022-10-01T12:15:43.926670Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,57eee3bb6bcd,,Terminal Size: 24 80,,2022-10-01T12:37:38.441751Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,57eee3bb6bcd,,Terminal Size: 24 80,,2022-10-01T12:37:40.165593Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,57eee3bb6bcd,,Terminal Size: 24 80,,2022-10-01T12:38:14.516525Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,d6171dc74679,,Terminal Size: 24 80,,2022-10-01T12:47:36.570835Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,d6171dc74679,,Terminal Size: 24 80,,2022-10-01T12:47:38.356748Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,d6171dc74679,,Terminal Size: 24 80,,2022-10-01T12:48:12.311280Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,d6171dc74679,,Terminal Size: 24 80,,2022-10-01T12:48:46.127225Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,d3a22e5ff46a,,Terminal Size: 24 80,,2022-09-30T18:38:11.018461Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,d3a22e5ff46a,,Terminal Size: 24 80,,2022-09-30T18:38:12.325378Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,d3a22e5ff46a,,Terminal Size: 24 80,,2022-09-30T18:38:45.656446Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,d3a22e5ff46a,,Terminal Size: 24 80,,2022-09-30T18:39:19.993374Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,d3a22e5ff46a,,Terminal Size: 24 80,,2022-09-30T18:40:24.658431Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,b7254ac7e1c8,,Terminal Size: 24 80,,2022-09-30T18:41:41.605722Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,b7254ac7e1c8,,Terminal Size: 24 80,,2022-09-30T18:41:43.206062Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,b7254ac7e1c8,,Terminal Size: 24 80,,2022-09-30T18:42:21.627619Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,b7254ac7e1c8,,Terminal Size: 24 80,,2022-09-30T18:42:54.797431Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,d748982815cf,,Terminal Size: 24 80,,2022-10-01T13:12:29.414693Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,d748982815cf,,Terminal Size: 24 80,,2022-10-01T13:12:31.141367Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,d748982815cf,,Terminal Size: 24 80,,2022-10-01T13:13:05.441574Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,d748982815cf,,Terminal Size: 24 80,,2022-10-01T13:13:41.442355Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,fd338af35585,,Terminal Size: 24 80,,2022-10-01T13:39:30.960204Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,fd338af35585,,Terminal Size: 24 80,,2022-10-01T13:39:34.483926Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,457d9e450970,,Terminal Size: 24 80,,2022-10-01T13:46:47.696408Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,457d9e450970,,Terminal Size: 24 80,,2022-10-01T13:46:49.372130Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,457d9e450970,,Terminal Size: 24 80,,2022-10-01T13:47:23.558109Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,7c605c738968,,Terminal Size: 24 80,,2022-10-01T14:21:24.341333Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,7c605c738968,,Terminal Size: 24 80,,2022-10-01T14:21:25.884832Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,7c605c738968,,Terminal Size: 24 80,,2022-10-01T14:21:59.135930Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,7c605c738968,,Terminal Size: 24 80,,2022-10-01T14:22:33.475376Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,ff4bfcb85d34,,Terminal Size: 24 80,,2022-10-01T14:37:15.205776Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,ff4bfcb85d34,,Terminal Size: 24 80,,2022-10-01T14:37:17.374091Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,ff4bfcb85d34,,Terminal Size: 24 80,,2022-10-01T14:37:51.192837Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,ff4bfcb85d34,,Terminal Size: 24 80,,2022-10-01T14:38:24.914158Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,f110b2464bc1,,Terminal Size: 24 80,,2022-10-01T14:51:56.507298Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,f110b2464bc1,,Terminal Size: 24 80,,2022-10-01T14:51:58.023553Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,f110b2464bc1,,Terminal Size: 24 80,,2022-10-01T14:52:31.629162Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,d15f74465690,,Terminal Size: 24 80,,2022-10-01T14:52:57.776151Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,d15f74465690,,Terminal Size: 24 80,,2022-10-01T14:52:59.615960Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,f110b2464bc1,,Terminal Size: 24 80,,2022-10-01T14:53:04.874773Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,d15f74465690,,Terminal Size: 24 80,,2022-10-01T14:53:32.890916Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,d15f74465690,,Terminal Size: 24 80,,2022-10-01T14:54:06.161476Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,684978875698,,Terminal Size: 24 80,,2022-10-01T15:08:14.322568Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,684978875698,,Terminal Size: 24 80,,2022-10-01T15:08:15.901626Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,684978875698,,Terminal Size: 24 80,,2022-10-01T15:08:49.232976Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,684978875698,,Terminal Size: 24 80,,2022-10-01T15:09:32.345985Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,bd1dda1dd46b,,Terminal Size: 24 80,,2022-10-01T15:20:22.788649Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,bd1dda1dd46b,,Terminal Size: 24 80,,2022-10-01T15:20:24.481341Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,bd1dda1dd46b,,Terminal Size: 24 80,,2022-10-01T15:20:58.404771Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,f9f8226b0bed,,Terminal Size: 24 80,,2022-10-01T15:26:12.765794Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,f9f8226b0bed,,Terminal Size: 24 80,,2022-10-01T15:26:15.012048Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,bb3afc73732a,,Terminal Size: 24 80,,2022-10-01T15:26:44.172978Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,bb3afc73732a,,Terminal Size: 24 80,,2022-10-01T15:26:46.347940Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,f9f8226b0bed,,Terminal Size: 24 80,,2022-10-01T15:26:48.282479Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,bb3afc73732a,,Terminal Size: 24 80,,2022-10-01T15:27:19.830984Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,bb3afc73732a,,Terminal Size: 24 80,,2022-10-01T15:27:53.297350Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,b5ec9eba28b8,,Terminal Size: 24 80,,2022-10-01T15:39:26.045591Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,b5ec9eba28b8,,Terminal Size: 24 80,,2022-10-01T15:39:27.777900Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,b5ec9eba28b8,,Terminal Size: 24 80,,2022-10-01T15:40:01.479474Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,6401b0609c03,,Terminal Size: 24 80,,2022-10-01T15:41:52.024256Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,6401b0609c03,,Terminal Size: 24 80,,2022-10-01T15:41:55.210373Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,6401b0609c03,,Terminal Size: 24 80,,2022-10-01T15:42:30.550639Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,c5802d1c6747,,Terminal Size: 24 80,,2022-10-01T15:48:51.661645Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,c5802d1c6747,,Terminal Size: 24 80,,2022-10-01T15:48:54.091846Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,c5802d1c6747,,Terminal Size: 24 80,,2022-10-01T15:49:27.389828Z,,,,,,,,,
cowrie.client.size,,,,,24,,,,80,,,,,fet-cowrie,,c5802d1c6747,,Terminal Size: 24 80,,2022-10-01T15:50:00.647867Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,8973378f6e45,,Terminal Size: 80 40,,2022-10-06T16:11:07.305525Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,6fa73b66fbc2,,Terminal Size: 80 40,,2022-10-06T16:11:11.318927Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,a58eb4c61ef9,,Terminal Size: 80 40,,2022-10-06T16:11:11.974515Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,643ace9be4ec,,Terminal Size: 80 40,,2022-10-06T16:11:12.757966Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,f382aaaa8ab8,,Terminal Size: 80 40,,2022-10-06T16:11:13.282852Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,583e928f158b,,Terminal Size: 80 40,,2022-10-06T16:11:13.967960Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,0cce1affdc8b,,Terminal Size: 80 40,,2022-10-06T16:11:14.485095Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,2d4ebc08ecb8,,Terminal Size: 80 40,,2022-10-06T16:11:15.209954Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,6a2d1f55f162,,Terminal Size: 80 40,,2022-10-06T16:11:15.744665Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,729b8cd69967,,Terminal Size: 80 40,,2022-10-06T16:11:16.549188Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,dd3bf8964edf,,Terminal Size: 80 40,,2022-10-06T16:11:17.131858Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,36ad134b3954,,Terminal Size: 80 40,,2022-10-06T16:11:33.437127Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,6ddc2df3a190,,Terminal Size: 80 40,,2022-10-06T16:11:34.998511Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,9af6ecf29558,,Terminal Size: 80 40,,2022-10-06T16:11:35.895383Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,948ffcd5d5a3,,Terminal Size: 80 40,,2022-10-06T16:11:36.415102Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,6e6ce11e15e5,,Terminal Size: 80 40,,2022-10-06T16:11:37.021934Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,1eb3317aa315,,Terminal Size: 80 40,,2022-10-06T16:11:42.555420Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,ebc2703ca710,,Terminal Size: 80 40,,2022-10-06T16:11:46.322882Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,d6f76aaf73cd,,Terminal Size: 80 40,,2022-10-06T16:11:46.850556Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,6e4231b65c44,,Terminal Size: 80 40,,2022-10-06T16:11:47.939478Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,fec5121139b8,,Terminal Size: 80 40,,2022-10-06T16:11:49.970834Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,589dca06f138,,Terminal Size: 80 40,,2022-10-06T16:11:50.537972Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,11d90437a854,,Terminal Size: 80 40,,2022-10-06T16:12:03.565160Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,55badd02d8cb,,Terminal Size: 80 40,,2022-10-06T16:12:04.071925Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,964b620558b2,,Terminal Size: 80 40,,2022-10-06T16:12:05.752189Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,0e1d689a5b2a,,Terminal Size: 80 40,,2022-10-06T16:12:06.372643Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,9836f1b06595,,Terminal Size: 80 40,,2022-10-06T16:12:06.915151Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,ec296876f9c1,,Terminal Size: 80 40,,2022-10-06T16:12:08.403105Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,07bdba4480fb,,Terminal Size: 80 40,,2022-10-06T16:12:08.951474Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,6601c5367345,,Terminal Size: 80 40,,2022-10-06T16:12:09.478189Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,0befb079bed0,,Terminal Size: 80 40,,2022-10-06T16:12:10.001557Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,211f10e1d7ca,,Terminal Size: 80 40,,2022-10-06T16:12:10.558148Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,07e1cb47fff8,,Terminal Size: 80 40,,2022-10-06T16:12:20.276755Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,5b75820bdd99,,Terminal Size: 80 40,,2022-10-06T16:12:23.005581Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,ab58a8ce6ab0,,Terminal Size: 80 40,,2022-10-06T16:12:23.540993Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,9ba02ecae867,,Terminal Size: 80 40,,2022-10-06T16:12:24.073976Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,e3c2a7fa63c2,,Terminal Size: 80 40,,2022-10-06T16:12:24.597829Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,4c82ff11280d,,Terminal Size: 80 40,,2022-10-06T16:12:25.113939Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,f3d62643f970,,Terminal Size: 80 40,,2022-10-06T16:12:25.643767Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,7ced8adfd2e5,,Terminal Size: 80 40,,2022-10-06T16:12:26.321817Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,dde35f5e9084,,Terminal Size: 80 40,,2022-10-06T16:12:36.131160Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,5110c386b8c5,,Terminal Size: 80 40,,2022-10-06T16:12:37.700728Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,c778711200f9,,Terminal Size: 80 40,,2022-10-06T16:12:45.419652Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,f1c34b4216c6,,Terminal Size: 80 40,,2022-10-06T16:12:45.928825Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,483f23b85959,,Terminal Size: 80 40,,2022-10-06T16:12:46.848086Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,84096e8f6ad6,,Terminal Size: 80 40,,2022-10-06T16:12:53.760489Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,c6e835817479,,Terminal Size: 80 40,,2022-10-06T16:12:54.285713Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,bc7228fa7b7c,,Terminal Size: 80 40,,2022-10-06T16:12:54.792869Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,b4a551787d12,,Terminal Size: 80 40,,2022-10-06T16:12:55.301904Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,0c4a685ceb84,,Terminal Size: 80 40,,2022-10-06T16:13:11.774655Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,b47d09916703,,Terminal Size: 80 40,,2022-10-06T16:13:12.241822Z,,,,,,,,,
cowrie.client.size,,,,,80,,,,40,,,,,fet-cowrie,,7f06623f214f,,Terminal Size: 80 40,,2022-10-06T16:13:17.869574Z,,,,,,,,,
